job,marital,education,housing,loan,contact,campaign,poutcome,y
student,single,tertiary,yes,no,cellular,1,success,yes
management,single,tertiary,yes,no,cellular,2,unknown,no
blue-collar,single,secondary,no,no,unknown,1,unknown,no
management,married,tertiary,no,no,unknown,1,unknown,no
housemaid,married,primary,yes,no,telephone,1,unknown,no
admin.,married,secondary,yes,yes,cellular,2,failure,no
management,single,tertiary,yes,no,cellular,3,unknown,no
services,married,secondary,no,no,unknown,1,unknown,no
self-employed,married,tertiary,yes,no,cellular,1,failure,no
management,married,tertiary,yes,no,cellular,2,unknown,yes
management,single,tertiary,no,no,cellular,1,success,yes
blue-collar,married,primary,no,no,cellular,1,unknown,no
retired,married,primary,no,no,telephone,3,unknown,no
retired,married,secondary,no,no,cellular,1,other,no
services,married,secondary,yes,no,unknown,1,unknown,no
admin.,single,primary,no,no,unknown,11,unknown,no
blue-collar,married,secondary,yes,no,cellular,1,unknown,no
services,married,secondary,yes,no,unknown,2,unknown,no
housemaid,married,primary,yes,no,cellular,2,unknown,no
blue-collar,married,secondary,yes,yes,unknown,3,unknown,no
admin.,divorced,secondary,no,no,cellular,1,unknown,yes
blue-collar,married,secondary,no,yes,telephone,2,unknown,no
technician,married,secondary,no,no,cellular,1,unknown,no
services,married,secondary,yes,no,unknown,2,unknown,no
management,single,tertiary,no,no,cellular,4,unknown,no
blue-collar,married,primary,no,no,cellular,2,unknown,no
blue-collar,married,secondary,yes,yes,cellular,2,failure,no
management,married,tertiary,no,no,telephone,3,other,no
admin.,married,secondary,yes,yes,cellular,1,unknown,no
management,married,tertiary,no,no,cellular,1,unknown,no
technician,married,tertiary,no,no,cellular,3,unknown,no
management,divorced,tertiary,yes,no,cellular,2,other,yes
management,single,tertiary,no,no,cellular,1,unknown,yes
management,married,tertiary,no,no,cellular,1,unknown,no
blue-collar,married,primary,yes,no,cellular,2,success,no
retired,divorced,tertiary,no,no,cellular,3,unknown,no
technician,divorced,secondary,yes,no,cellular,2,failure,no
housemaid,married,secondary,yes,no,telephone,1,unknown,no
student,single,unknown,yes,no,unknown,3,unknown,no
housemaid,married,secondary,no,no,telephone,1,unknown,no
blue-collar,single,secondary,yes,no,unknown,9,unknown,yes
management,married,unknown,yes,no,unknown,1,unknown,no
management,married,tertiary,yes,no,cellular,1,unknown,no
management,married,tertiary,yes,no,cellular,2,other,no
management,married,tertiary,yes,yes,cellular,3,unknown,no
services,divorced,secondary,yes,no,unknown,5,unknown,no
unknown,married,unknown,no,no,cellular,1,success,no
self-employed,married,primary,no,no,unknown,3,unknown,no
technician,married,tertiary,no,no,cellular,4,unknown,no
technician,divorced,tertiary,yes,no,telephone,1,failure,no
management,single,tertiary,no,no,cellular,4,unknown,no
housemaid,married,tertiary,no,yes,cellular,2,unknown,no
technician,single,tertiary,no,no,cellular,1,unknown,yes
services,married,secondary,no,no,cellular,2,unknown,no
technician,single,secondary,yes,no,cellular,1,failure,yes
management,divorced,secondary,no,yes,cellular,2,unknown,no
blue-collar,single,primary,no,no,unknown,3,unknown,no
blue-collar,married,secondary,no,no,cellular,2,unknown,yes
technician,single,tertiary,yes,no,cellular,5,unknown,no
services,single,unknown,yes,no,unknown,1,unknown,no
technician,married,secondary,no,no,cellular,4,unknown,no
management,married,secondary,yes,no,cellular,4,unknown,no
blue-collar,single,primary,yes,no,cellular,2,unknown,no
admin.,married,secondary,yes,no,cellular,1,failure,no
blue-collar,single,tertiary,yes,no,unknown,1,unknown,no
self-employed,married,secondary,no,yes,unknown,1,unknown,no
blue-collar,married,secondary,yes,yes,cellular,9,unknown,no
technician,married,primary,no,no,unknown,2,unknown,no
technician,divorced,secondary,yes,no,cellular,1,unknown,no
services,married,secondary,no,no,cellular,1,unknown,no
entrepreneur,married,tertiary,yes,no,cellular,4,unknown,no
unknown,married,secondary,no,no,cellular,2,unknown,no
blue-collar,married,secondary,yes,yes,cellular,1,unknown,no
technician,single,tertiary,no,no,cellular,10,unknown,no
technician,married,secondary,no,no,cellular,2,unknown,no
unemployed,single,secondary,no,no,cellular,1,unknown,no
technician,single,secondary,yes,no,unknown,8,unknown,no
blue-collar,married,secondary,yes,no,cellular,2,unknown,no
technician,married,secondary,no,yes,cellular,6,unknown,no
unemployed,married,primary,no,no,unknown,1,unknown,no
management,married,tertiary,yes,no,cellular,2,failure,no
technician,married,secondary,no,no,cellular,4,unknown,yes
technician,married,secondary,yes,no,unknown,2,unknown,no
blue-collar,married,secondary,yes,yes,cellular,2,unknown,yes
technician,married,secondary,no,no,cellular,1,failure,no
entrepreneur,married,tertiary,no,no,telephone,1,unknown,no
technician,single,secondary,no,no,cellular,2,unknown,no
blue-collar,single,primary,yes,no,unknown,1,unknown,no
management,married,tertiary,yes,no,unknown,1,unknown,no
blue-collar,married,secondary,yes,yes,unknown,5,unknown,no
services,married,secondary,no,no,cellular,1,unknown,no
blue-collar,married,primary,no,yes,unknown,4,unknown,no
retired,married,unknown,no,no,unknown,6,unknown,no
admin.,married,tertiary,no,no,cellular,2,unknown,no
blue-collar,married,secondary,yes,no,cellular,1,failure,no
management,married,secondary,no,no,cellular,6,unknown,yes
blue-collar,divorced,secondary,yes,no,unknown,1,unknown,no
management,married,tertiary,no,no,cellular,1,unknown,no
services,married,tertiary,no,no,telephone,3,unknown,no
blue-collar,married,secondary,yes,no,cellular,1,failure,no
retired,married,secondary,yes,yes,cellular,5,unknown,no
retired,married,tertiary,yes,no,cellular,2,unknown,no
self-employed,married,secondary,no,no,unknown,6,unknown,no
services,married,secondary,yes,no,unknown,1,unknown,no
admin.,married,secondary,no,no,cellular,10,unknown,no
management,single,tertiary,yes,no,telephone,2,unknown,no
unemployed,married,secondary,yes,no,telephone,2,unknown,no
management,single,tertiary,no,no,cellular,2,unknown,no
management,divorced,tertiary,yes,no,telephone,1,unknown,yes
self-employed,married,tertiary,no,no,unknown,1,unknown,no
blue-collar,married,secondary,yes,no,unknown,1,unknown,no
management,married,primary,no,no,cellular,1,failure,no
services,single,secondary,no,no,cellular,1,unknown,no
blue-collar,married,secondary,yes,no,cellular,1,unknown,no
management,married,secondary,yes,no,cellular,4,unknown,no
student,single,secondary,no,no,cellular,1,unknown,yes
blue-collar,married,secondary,yes,no,cellular,3,unknown,no
technician,married,secondary,yes,yes,unknown,2,unknown,no
technician,single,tertiary,no,no,cellular,10,unknown,no
technician,single,secondary,yes,no,cellular,2,other,no
technician,married,secondary,no,no,unknown,6,unknown,no
blue-collar,single,secondary,yes,no,unknown,1,unknown,no
management,divorced,secondary,no,yes,cellular,3,unknown,no
services,married,secondary,no,yes,telephone,1,unknown,no
admin.,single,tertiary,no,no,cellular,1,unknown,no
technician,single,secondary,yes,no,unknown,1,unknown,no
technician,married,secondary,yes,no,unknown,4,unknown,no
blue-collar,married,secondary,yes,no,unknown,1,unknown,no
services,married,unknown,yes,no,unknown,4,unknown,no
blue-collar,married,secondary,yes,no,unknown,1,unknown,no
technician,divorced,tertiary,yes,no,cellular,2,unknown,no
admin.,married,secondary,yes,no,cellular,2,other,no
management,single,tertiary,no,no,unknown,11,unknown,no
blue-collar,married,secondary,yes,no,unknown,3,unknown,no
management,married,tertiary,no,no,cellular,1,unknown,no
technician,married,secondary,yes,no,unknown,2,unknown,no
technician,single,tertiary,yes,yes,cellular,1,unknown,no
blue-collar,married,secondary,yes,yes,unknown,1,unknown,no
services,married,secondary,no,no,unknown,2,unknown,no
admin.,single,secondary,no,no,cellular,2,unknown,no
unknown,married,primary,no,no,cellular,2,unknown,no
blue-collar,single,secondary,no,no,cellular,2,unknown,no
admin.,married,unknown,yes,no,cellular,1,unknown,no
entrepreneur,married,secondary,yes,yes,cellular,7,unknown,no
retired,married,primary,no,no,cellular,2,unknown,no
technician,single,secondary,no,no,unknown,1,unknown,no
blue-collar,married,primary,yes,no,cellular,1,unknown,no
admin.,single,secondary,no,no,telephone,7,other,no
technician,married,secondary,yes,yes,cellular,4,unknown,no
technician,married,tertiary,no,no,cellular,2,unknown,no
technician,single,secondary,no,no,cellular,1,unknown,no
technician,single,tertiary,yes,no,unknown,2,unknown,no
blue-collar,single,secondary,yes,yes,unknown,1,unknown,no
entrepreneur,divorced,secondary,yes,no,cellular,1,other,no
admin.,single,secondary,yes,no,cellular,2,other,no
management,married,tertiary,yes,no,cellular,5,unknown,no
technician,divorced,secondary,no,yes,telephone,1,unknown,yes
entrepreneur,married,tertiary,yes,no,cellular,1,unknown,yes
technician,single,secondary,no,no,cellular,3,unknown,yes
management,single,tertiary,no,no,cellular,2,unknown,no
blue-collar,married,primary,no,no,unknown,3,unknown,no
management,married,tertiary,yes,no,cellular,7,other,yes
services,married,secondary,no,no,telephone,4,unknown,yes
technician,married,secondary,yes,no,cellular,2,unknown,no
blue-collar,married,secondary,yes,no,unknown,5,unknown,no
admin.,married,secondary,yes,no,cellular,5,unknown,no
admin.,married,tertiary,no,no,cellular,2,unknown,no
management,married,tertiary,no,no,telephone,2,failure,no
retired,single,unknown,no,no,unknown,1,unknown,no
housemaid,married,primary,no,no,cellular,2,unknown,no
management,married,tertiary,yes,no,cellular,5,unknown,no
self-employed,married,tertiary,yes,no,unknown,4,unknown,no
blue-collar,married,secondary,yes,yes,cellular,2,other,yes
technician,married,secondary,yes,no,telephone,2,unknown,no
housemaid,divorced,secondary,no,no,unknown,2,unknown,no
services,married,secondary,no,no,unknown,1,unknown,no
technician,single,tertiary,yes,no,cellular,1,unknown,no
management,married,primary,yes,no,telephone,3,unknown,no
management,single,tertiary,yes,no,cellular,2,unknown,no
admin.,married,secondary,yes,no,unknown,11,unknown,no
management,married,tertiary,no,no,cellular,3,unknown,yes
blue-collar,married,primary,yes,no,cellular,1,failure,no
technician,married,secondary,no,no,cellular,1,success,yes
retired,married,secondary,no,no,cellular,2,unknown,no
self-employed,married,secondary,yes,yes,cellular,4,failure,no
entrepreneur,married,tertiary,yes,no,cellular,3,unknown,no
technician,single,tertiary,no,no,cellular,1,failure,yes
management,married,tertiary,no,no,cellular,2,unknown,no
technician,married,secondary,yes,no,cellular,2,unknown,no
technician,single,secondary,no,yes,cellular,1,unknown,no
management,single,tertiary,no,no,cellular,2,unknown,no
management,single,tertiary,yes,no,cellular,1,unknown,no
services,single,secondary,no,no,telephone,1,unknown,no
management,single,secondary,yes,no,cellular,1,unknown,no
blue-collar,single,primary,yes,no,cellular,1,failure,no
management,single,tertiary,no,no,cellular,2,other,no
management,married,tertiary,yes,yes,unknown,3,unknown,no
technician,single,tertiary,yes,no,cellular,2,unknown,no
management,single,tertiary,yes,no,unknown,1,unknown,no
blue-collar,married,primary,yes,no,cellular,3,unknown,no
housemaid,divorced,secondary,no,no,cellular,4,unknown,yes
admin.,married,secondary,yes,yes,cellular,2,unknown,no
unemployed,single,tertiary,no,no,cellular,2,unknown,no
services,married,secondary,yes,no,cellular,4,unknown,no
services,married,secondary,yes,no,telephone,3,unknown,no
retired,married,primary,no,no,cellular,2,unknown,no
management,married,tertiary,yes,no,cellular,5,unknown,yes
retired,single,tertiary,no,no,cellular,2,unknown,no
management,divorced,tertiary,yes,no,unknown,6,unknown,no
blue-collar,single,secondary,yes,no,cellular,4,unknown,no
technician,single,secondary,yes,no,unknown,2,unknown,no
blue-collar,single,secondary,no,no,cellular,2,unknown,no
admin.,married,primary,yes,no,cellular,3,unknown,no
services,divorced,secondary,yes,no,cellular,1,unknown,no
housemaid,married,primary,no,no,cellular,1,other,no
management,married,secondary,yes,no,telephone,1,other,no
services,married,tertiary,yes,no,cellular,1,unknown,no
blue-collar,married,secondary,yes,yes,unknown,2,unknown,no
self-employed,married,tertiary,no,no,telephone,2,unknown,no
admin.,single,secondary,no,no,unknown,1,unknown,no
services,single,secondary,yes,no,cellular,1,unknown,no
blue-collar,divorced,primary,yes,no,unknown,2,unknown,no
technician,single,tertiary,yes,no,cellular,13,unknown,yes
technician,married,secondary,no,no,cellular,4,unknown,no
unemployed,divorced,primary,no,no,cellular,4,unknown,no
services,married,secondary,yes,no,unknown,3,unknown,no
management,single,tertiary,no,no,cellular,4,unknown,yes
services,single,secondary,no,yes,unknown,1,unknown,no
admin.,divorced,secondary,yes,no,unknown,5,unknown,no
management,married,tertiary,no,no,cellular,2,unknown,no
admin.,married,secondary,yes,no,unknown,1,unknown,no
retired,married,primary,no,no,cellular,2,unknown,no
blue-collar,married,secondary,yes,yes,cellular,1,unknown,no
technician,divorced,secondary,yes,no,unknown,6,unknown,no
blue-collar,married,secondary,no,no,cellular,3,unknown,no
management,single,tertiary,no,no,cellular,1,failure,no
services,single,tertiary,yes,no,unknown,1,unknown,no
student,married,secondary,yes,no,cellular,1,unknown,no
management,married,tertiary,yes,no,unknown,1,unknown,no
management,married,tertiary,yes,no,cellular,1,other,no
technician,divorced,secondary,yes,no,cellular,1,unknown,no
management,single,tertiary,no,no,cellular,2,unknown,no
technician,married,tertiary,no,no,cellular,3,unknown,no
technician,married,secondary,yes,no,telephone,2,unknown,no
admin.,married,secondary,no,no,cellular,5,unknown,no
services,married,secondary,no,no,telephone,2,unknown,no
housemaid,married,secondary,yes,no,unknown,1,unknown,yes
technician,married,tertiary,no,yes,cellular,4,unknown,no
retired,married,secondary,no,no,cellular,5,unknown,no
blue-collar,married,primary,yes,no,cellular,2,failure,no
retired,divorced,primary,no,no,cellular,1,other,yes
admin.,single,secondary,yes,no,cellular,2,unknown,no
technician,single,tertiary,yes,no,cellular,1,success,yes
admin.,single,tertiary,no,no,cellular,1,failure,no
management,married,tertiary,no,no,cellular,5,unknown,no
blue-collar,married,secondary,yes,no,unknown,7,unknown,no
management,single,secondary,yes,no,unknown,1,unknown,no
admin.,married,tertiary,no,no,cellular,3,unknown,no
admin.,married,secondary,yes,no,cellular,1,failure,no
blue-collar,married,secondary,yes,no,cellular,1,failure,yes
blue-collar,divorced,primary,yes,yes,unknown,4,unknown,no
blue-collar,married,tertiary,no,no,cellular,4,unknown,no
blue-collar,married,secondary,yes,no,unknown,2,unknown,no
technician,single,tertiary,no,no,cellular,7,unknown,no
management,single,tertiary,yes,no,cellular,4,unknown,no
blue-collar,married,primary,no,no,unknown,1,unknown,no
retired,married,primary,yes,no,cellular,3,unknown,no
management,single,tertiary,no,no,cellular,1,unknown,no
services,married,primary,yes,no,unknown,2,unknown,no
services,married,unknown,yes,no,cellular,1,failure,no
services,married,secondary,yes,no,unknown,2,unknown,no
unemployed,divorced,secondary,yes,no,cellular,1,unknown,no
services,married,secondary,yes,no,unknown,2,unknown,no
technician,married,secondary,no,no,cellular,2,unknown,no
blue-collar,divorced,secondary,yes,no,unknown,1,unknown,no
technician,married,secondary,no,no,cellular,4,unknown,yes
admin.,single,secondary,no,yes,cellular,6,unknown,no
technician,married,tertiary,yes,yes,cellular,2,unknown,no
blue-collar,married,secondary,yes,no,unknown,2,unknown,no
